Created from ECC_para_cor_17171717.fits at 2026-05-29 21:39:16.745455
 Channel energy edges obtained from elut_creator.py
Offset (ADC),Gain (keV/ADC),Pixel,Detector,ADC Edge #0 - 4 keV,ADC Edge #1 - 5 keV,ADC Edge #2 - 6 keV,ADC Edge #3 - 7 keV,ADC Edge #4 - 8 keV,ADC Edge #5 - 9 keV,ADC Edge #6 - 10 keV,ADC Edge #7 - 11 keV,ADC Edge #8 - 12 keV,ADC Edge #9 - 13 keV,ADC Edge #10 - 14 keV,ADC Edge #11 - 15 keV,ADC Edge #12 - 16 keV,ADC Edge #13 - 18 keV,ADC Edge #14 - 20 keV,ADC Edge #15 - 22 keV,ADC Edge #16 - 25 keV,ADC Edge #17 - 28 keV,ADC Edge #18 - 32 keV,ADC Edge #19 - 36 keV,ADC Edge #20 - 40 keV,ADC Edge #21 - 45 keV,ADC Edge #22 - 50 keV,ADC Edge #23 - 56 keV,ADC Edge #24 - 63 keV,ADC Edge #25 - 70 keV,ADC Edge #26 - 76 keV,ADC Edge #27 - 84 keV,ADC Edge #28 - 100 keV,ADC Edge #29 - 120 keV,ADC Edge #30 - 150 keV
862.9932,0.11009067,10,30,899,908,917,927,936,945,954,963,972,981,990,999,1008,1026,1045,1063,1090,1117,1154,1190,1226,1272,1317,1372,1435,1499,1553,1626,1771,1953,2226
876.62213,0.10993301,11,30,913,922,931,940,949,958,968,977,986,995,1004,1013,1022,1040,1059,1077,1104,1131,1168,1204,1240,1286,1331,1386,1450,1513,1568,1641,1786,1968,2241
888.23474,0.11056403,0,31,924,933,943,952,961,970,979,988,997,1006,1015,1024,1033,1051,1069,1087,1114,1141,1178,1214,1250,1295,1340,1395,1458,1521,1576,1648,1793,1974,2245
893.89636,0.11029924,1,31,930,939,948,957,966,975,985,994,1003,1012,1021,1030,1039,1057,1075,1093,1121,1148,1184,1220,1257,1302,1347,1402,1465,1529,1583,1655,1801,1982,2254
897.90674,0.11006913,2,31,934,943,952,962,971,980,989,998,1007,1016,1025,1034,1043,1061,1080,1098,1125,1152,1189,1225,1261,1307,1352,1407,1470,1534,1588,1661,1806,1988,2261
887.5494,0.109736666,3,31,924,933,942,951,960,970,979,988,997,1006,1015,1024,1033,1052,1070,1088,1115,1143,1179,1216,1252,1298,1343,1398,1462,1525,1580,1653,1799,1981,2254
896.347,0.10973806,4,31,933,942,951,960,969,978,987,997,1006,1015,1024,1033,1042,1060,1079,1097,1124,1152,1188,1224,1261,1306,1352,1407,1470,1534,1589,1662,1808,1990,2263
896.19214,0.11000575,5,31,933,942,951,960,969,978,987,996,1005,1014,1023,1033,1042,1060,1078,1096,1123,1151,1187,1223,1260,1305,1351,1405,1469,1533,1587,1660,1805,1987,2260
882.7612,0.10975149,6,31,919,928,937,947,956,965,974,983,992,1001,1010,1019,1029,1047,1065,1083,1111,1138,1174,1211,1247,1293,1338,1393,1457,1521,1575,1648,1794,1976,2249
880.79645,0.10872971,7,31,918,927,936,945,954,964,973,982,991,1000,1010,1019,1028,1046,1065,1083,1111,1138,1175,1212,1249,1295,1341,1396,1460,1525,1580,1653,1801,1984,2260
881.68896,0.10972022,8,31,918,927,936,945,955,964,973,982,991,1000,1009,1018,1028,1046,1064,1082,1110,1137,1173,1210,1246,1292,1337,1392,1456,1520,1574,1647,1793,1975,2249
881.9846,0.11009911,9,31,918,927,936,946,955,964,973,982,991,1000,1009,1018,1027,1045,1064,1082,1109,1136,1173,1209,1245,1291,1336,1391,1454,1518,1572,1645,1790,1972,2244
873.219,0.11026262,10,31,909,919,928,937,946,955,964,973,982,991,1000,1009,1018,1036,1055,1073,1100,1127,1163,1200,1236,1281,1327,1381,1445,1508,1562,1635,1780,1962,2234
894.5382,0.10937441,11,31,931,940,949,959,968,977,986,995,1004,1013,1023,1032,1041,1059,1077,1096,1123,1151,1187,1224,1260,1306,1352,1407,1471,1535,1589,1663,1809,1992,2266
